id_restaurante;nome_restaurante;customer_id;name;taxId;gender;dateOfBirth;status;externalCode;isEnriched;enrichedAt;enrichedBy;createdAt;createdBy;updatedAt;updatedBy;phone;email
1;A Casa da Massa;13;Breno Alves;327.096.584-29;M;29/12/1959;1;;True;28/12/2024 13:08;emillyoliveira;02/04/2024 13:08;joao-vitorcunha;28/12/2024 13:08;barbosaluiz-miguel;5,52E+12;gmonteiro@gmail.com
1;A Casa da Massa;14;Kevin Peixoto;76.815.034/0001-04;O;20/06/1981;1;;True;25/03/2025 12:35;maysasouza;24/06/2024 12:35;joao96;25/03/2025 12:35;carolinaalves;5,52E+12;fbarros@gmail.com
1;A Casa da Massa;15;MaitÃª AragÃ£o;609.423.518-51;M;11/11/1953;2;81SDW4SH;False;;;25/01/2024 18:13;gomesrodrigo;03/09/2024 18:13;mirella23;5,57E+12;joao-guilhermeda-cruz@bol.com.br
1;A Casa da Massa;16;JoÃ£o Pedro Carvalho;612.380.479-04;M;04/08/1990;2;REN93IIU;False;;;25/02/2024 23:43;pietraaragao;17/05/2024 23:43;xda-paz;5,53E+12;ida-costa@hotmail.com
1;A Casa da Massa;17;Nicolas Monteiro;35.074.216/0001-86;M;11/09/2005;1;;True;16/12/2023 08:40;bryanbarbosa;03/11/2023 08:40;isisramos;16/12/2023 08:40;leticiada-mota;5,58E+12;miguelda-mata@uol.com.br
1;A Casa da Massa;18;Joana Campos;40.936.851/0001-65;F;04/06/1975;2;;False;;;22/11/2023 15:17;igomes;22/07/2024 15:17;pedro-lucas80;5,55E+12;murilo56@gmail.com
1;A Casa da Massa;19;Sr. Henrique Fernandes;58.421.379/0001-93;F;23/12/1985;2;OYN6QICA;True;27/11/2024 16:52;dda-mata;25/04/2024 16:52;gribeiro;27/11/2024 16:52;aragaohenrique;5,54E+12;monteironina@hotmail.com
1;A Casa da Massa;20;Kevin Dias;218.954.376-28;M;19/07/1948;1;;False;;;05/05/2024 21:31;saleslucas;30/08/2024 21:31;kviana;5,55E+12;ana-carolina99@ig.com.br
1;A Casa da Massa;21;Julia Nascimento;960.713.482-69;M;23/02/1954;2;;True;03/08/2024 16:09;thomasda-rocha;04/07/2024 16:09;enunes;03/08/2024 16:09;bfreitas;5,56E+12;aliciajesus@gmail.com
1;A Casa da Massa;22;Rodrigo Azevedo;238.540.971-23;;10/01/2006;1;;True;20/07/2024 07:02;ycosta;31/10/2023 07:02;luiz-miguel94;20/07/2024 07:02;costamanuela;5,58E+12;uda-cunha@yahoo.com.br
1;A Casa da Massa;23;JoÃ£o Miguel Porto;24.067.583/0001-36;;21/01/1947;1;;True;06/07/2024 04:37;pedro-henrique98;30/04/2024 04:37;davi57;06/07/2024 04:37;jsantos;5,57E+12;nataliada-mota@gmail.com
1;A Casa da Massa;24;Luiz Henrique Caldeira;927.685.130-59;M;05/05/1985;2;;True;29/10/2024 11:01;rgoncalves;04/04/2024 11:01;icarvalho;29/10/2024 11:01;isabel73;5,54E+12;davi-lucca35@yahoo.com.br
1;A Casa da Massa;25;Nicolas da Cruz;894.032.671-78;M;12/12/1947;1;C02DGTFG;False;;;18/02/2024 08:53;pedro-miguel65;21/09/2024 08:53;pedro-lucasdias;5,58E+12;raul89@uol.com.br
1;A Casa da Massa;26;Isabel Silva;37.958.246/0001-80;M;08/10/1981;2;;False;;;31/03/2024 10:36;gomespedro;05/08/2024 10:36;salescaue;5,56E+12;lalmeida@uol.com.br
1;A Casa da Massa;27;Samuel Ferreira;431.578.920-88;M;10/05/1975;1;;False;;;04/05/2024 12:00;maria-ceciliadas-neves;23/06/2024 12:00;bryan64;5,58E+12;davi-lucca40@hotmail.com
1;A Casa da Massa;28;Luana Peixoto;273.095.416-34;;16/06/2004;2;;False;;;22/07/2024 10:20;freitasdavi;20/11/2024 10:20;nrocha;5,54E+12;thiagofarias@bol.com.br
1;A Casa da Massa;29;Vitor Carvalho;64.508.273/0001-24;F;22/01/1958;2;AO72KZ02;True;17/07/2024 18:52;silveiranicole;25/12/2023 18:52;carolinapires;17/07/2024 18:52;yago64;5,57E+12;diasana-sophia@ig.com.br
1;A Casa da Massa;30;Helena Rodrigues;374.980.615-20;O;31/03/1973;1;8UT0CVS4;True;20/02/2025 19:41;da-conceicaoluigi;16/06/2024 19:41;qsilva;20/02/2025 19:41;valentinaviana;5,52E+12;maria17@uol.com.br
1;A Casa da Massa;31;Camila Castro;02.456.879/0001-06;M;13/08/1989;1;CC5O7UUB;True;01/01/2024 21:58;fernandadias;03/12/2023 21:58;eloah33;01/01/2024 21:58;maria-fernandacastro;5,52E+12;aragaomarina@gmail.com
1;A Casa da Massa;32;Benjamin Porto;981.623.540-42;O;09/02/1958;2;HZIOYKL1;False;;;04/11/2023 14:44;msilva;05/06/2024 14:44;da-pazenrico;5,54E+12;erickrodrigues@bol.com.br
1;A Casa da Massa;33;Luiz Gustavo Farias;824.536.071-62;M;24/08/1979;1;;True;04/11/2023 22:44;mirellaoliveira;31/10/2023 22:44;yasminrodrigues;04/11/2023 22:44;marcelocastro;5,52E+12;crodrigues@hotmail.com
1;A Casa da Massa;34;Eloah Silva;539.072.186-12;F;06/05/1986;2;;True;16/08/2024 13:42;ada-conceicao;29/04/2024 13:42;castroclara;16/08/2024 13:42;portocecilia;5,57E+12;sophiarodrigues@gmail.com
1;A Casa da Massa;35;Pedro Lucas Santos;194.526.378-46;F;15/01/1977;2;;True;03/03/2024 11:46;joaopeixoto;30/10/2023 11:46;augusto30;03/03/2024 11:46;eduardacosta;5,54E+12;pintothales@uol.com.br
1;A Casa da Massa;36;Stephany da Mota;947.302.168-22;M;11/08/1965;2;7D5J60FK;False;;;01/05/2024 17:45;caldeirajoao-felipe;02/10/2024 17:45;otavio39;5,52E+12;iaragao@hotmail.com
1;A Casa da Massa;37;Marcelo Farias;623.478.519-00;O;16/03/1954;2;;True;16/06/2024 13:48;unovaes;24/12/2023 13:48;eduardadas-neves;16/06/2024 13:48;barbosaantonio;5,58E+12;vieiraclara@bol.com.br
1;A Casa da Massa;38;Sra. Maria Clara Alves;537.492.061-80;;10/03/1990;2;;False;;;09/01/2024 07:13;bernardo91;04/02/2024 07:13;lgoncalves;5,57E+12;santosjoao@bol.com.br
1;A Casa da Massa;39;Maria Alice AraÃºjo;457.813.602-71;F;02/12/1971;2;FPZUE8YF;False;;;20/10/2023 21:31;caleberamos;21/10/2023 21:31;bfreitas;5,56E+12;dda-conceicao@yahoo.com.br
1;A Casa da Massa;40;LavÃ­nia Monteiro;720.564.913-70;F;27/07/1963;2;EL6246HI;True;23/04/2024 18:24;emanuelcosta;17/10/2023 18:24;spires;23/04/2024 18:24;bcardoso;5,51E+12;sophie21@bol.com.br
1;A Casa da Massa;41;Giovanna Cardoso;21.639.074/0001-42;;28/07/1986;1;;False;;;12/11/2023 16:42;enzo-gabrielsantos;11/05/2024 16:42;da-conceicaoyuri;5,54E+12;joao-pedroalves@hotmail.com
1;A Casa da Massa;42;Nicole Ramos;63.052.479/0001-20;F;22/03/2000;2;A0L7253J;True;26/03/2024 17:09;nrocha;03/01/2024 17:09;nfarias;26/03/2024 17:09;ferreiranathan;5,52E+12;agatha88@hotmail.com
1;A Casa da Massa;43;Ana Beatriz Azevedo;831.579.624-00;M;03/09/1991;2;I3QK2IAG;True;26/08/2024 02:59;bianca58;02/07/2024 02:59;oteixeira;26/08/2024 02:59;brocha;5,54E+12;rebecaalves@uol.com.br
1;A Casa da Massa;44;Emanuella Novaes;80.567.431/0001-73;O;24/12/2006;2;;False;;;08/02/2024 06:13;da-cunhalarissa;29/06/2024 06:13;leandro42;5,56E+12;camposjoao-miguel@gmail.com
1;A Casa da Massa;45;Sr. Luiz Fernando Novaes;672.405.839-29;O;18/12/1982;1;;False;;;08/06/2024 21:38;levinovaes;23/02/2025 21:38;alvesluiz-miguel;5,58E+12;esales@uol.com.br
1;A Casa da Massa;46;BenÃ­cio Nogueira;537.461.890-39;O;22/08/1987;1;;True;29/03/2024 13:39;rda-rocha;17/11/2023 13:39;mourastephany;29/03/2024 13:39;mariana76;5,52E+12;monteiroeduarda@ig.com.br
1;A Casa da Massa;47;Valentina Moura;637.459.208-56;O;05/07/1961;2;;False;;;14/11/2023 20:58;natalia35;23/06/2024 20:58;emanuelsilveira;5,53E+12;pda-cunha@yahoo.com.br
1;A Casa da Massa;48;Sarah Almeida;693.870.254-38;F;15/10/1959;2;;False;;;26/05/2024 04:52;ana-juliavieira;11/02/2025 04:52;castroarthur;5,57E+12;vcaldeira@uol.com.br
1;A Casa da Massa;49;Benjamin Moraes;756.931.208-21;F;03/06/1955;2;;False;;;21/10/2023 00:18;cardosonicolas;31/05/2024 00:18;joanasilveira;5,58E+12;rcampos@uol.com.br
1;A Casa da Massa;50;Ana VitÃ³ria Almeida;16.425.387/0001-68;O;15/06/1945;2;XE6SYLZT;True;23/04/2024 06:34;da-rochahelena;19/03/2024 06:34;yuri99;23/04/2024 06:34;thomasda-rosa;5,54E+12;ssantos@bol.com.br
1;A Casa da Massa;51;Maria Julia da Mota;793.642.518-73;;14/09/2002;1;;True;19/07/2024 06:40;diego52;17/12/2023 06:40;rebeca79;19/07/2024 06:40;efogaca;5,54E+12;rezendevicente@ig.com.br
1;A Casa da Massa;52;Sra. Marina da Cunha;587.210.694-76;M;06/05/1972;2;;True;16/03/2025 19:36;maria-juliasouza;29/05/2024 19:36;agatha16;16/03/2025 19:36;cunhadiogo;5,58E+12;fernandosilveira@uol.com.br
1;A Casa da Massa;53;Arthur da Mota;437.061.589-57;O;13/11/2000;2;PYS280XK;False;;;23/01/2024 04:49;julianabarros;09/05/2024 04:49;waragao;5,58E+12;brenda93@uol.com.br
1;A Casa da Massa;54;Pietra Freitas;481.379.065-84;F;18/11/1989;2;;True;05/12/2024 14:09;oliveirajoao-gabriel;17/06/2024 14:09;sophie30;05/12/2024 14:09;calebeduarte;5,56E+12;goncalvesana-beatriz@bol.com.br
1;A Casa da Massa;55;Ana Clara Vieira;703.649.128-04;M;09/12/1955;1;9W1Q5UZN;True;09/04/2024 00:24;kaiquepires;30/12/2023 00:24;lopesgiovanna;09/04/2024 00:24;gcarvalho;5,52E+12;cunhaagatha@ig.com.br
1;A Casa da Massa;56;Carlos Eduardo Barros;361.847.205-62;M;25/08/1958;1;2H2ZQU7E;True;08/07/2024 23:37;brendada-mota;06/03/2024 23:37;otavio98;08/07/2024 23:37;luiz-felipepires;5,52E+12;diogo61@yahoo.com.br
1;A Casa da Massa;57;Fernando da Mota;214.795.863-82;O;18/11/1991;2;;False;;;24/11/2023 13:24;maria-clara43;18/07/2024 13:24;cbarbosa;5,56E+12;daniel45@bol.com.br
1;A Casa da Massa;58;Dr. Enrico FogaÃ§a;750.281.369-12;;17/04/1951;1;;False;;;28/05/2024 16:55;ssouza;10/02/2025 16:55;eramos;5,59E+12;brunacosta@yahoo.com.br
1;A Casa da Massa;59;CauÃª Lopes;369.014.258-05;F;14/10/1994;2;1SWJCKJL;False;;;18/07/2024 13:58;emoreira;18/03/2025 13:58;da-motalavinia;5,51E+12;correiamaite@hotmail.com
1;A Casa da Massa;60;LaÃ­s Martins;492.570.618-76;F;19/12/1946;2;;False;;;30/04/2024 13:10;kmoura;10/06/2024 13:10;nfarias;5,58E+12;meloana-laura@hotmail.com
1;A Casa da Massa;61;Luiz Fernando Barros;08.321.697/0001-04;M;06/02/1951;2;;False;;;29/06/2024 06:40;hmelo;15/09/2024 06:40;pedro-miguelrodrigues;5,55E+12;vnascimento@gmail.com
1;A Casa da Massa;62;Marcela Nogueira;075.826.943-92;;12/12/2004;1;HP6VZ41N;True;26/08/2024 01:41;vitor-gabriel05;10/03/2024 01:41;sda-mota;26/08/2024 01:41;fmoreira;5,52E+12;piresmilena@bol.com.br
1;A Casa da Massa;63;Erick Vieira;258.037.649-65;;07/10/1970;2;;True;03/04/2024 01:33;isabellacosta;06/10/2023 01:33;joliveira;03/04/2024 01:33;piresmaria-sophia;5,58E+12;danilovieira@uol.com.br
1;A Casa da Massa;64;Ana Laura Martins;09.571.382/0001-88;F;13/06/1997;2;;False;;;29/04/2024 19:10;maria-alice22;02/02/2025 19:10;lda-cunha;5,52E+12;udias@uol.com.br
1;A Casa da Massa;65;Sra. Emilly Barbosa;586.214.903-15;M;25/07/1958;2;;True;14/05/2024 23:45;luiz-otaviocaldeira;27/12/2023 23:45;gabrielasantos;14/05/2024 23:45;ada-rocha;5,58E+12;nataliaoliveira@uol.com.br
1;A Casa da Massa;66;Fernando das Neves;37.985.014/0001-11;;24/07/2007;1;9T6VXDP5;True;05/09/2024 07:33;silveirarenan;11/02/2024 07:33;paulo73;05/09/2024 07:33;cauerocha;5,58E+12;novaesmaria-eduarda@yahoo.com.br
1;A Casa da Massa;67;Sra. Sophie Dias;752.109.864-11;O;13/02/1985;1;QM5K8P4Q;True;07/01/2024 08:26;fernandescalebe;13/12/2023 08:26;mendespedro-henrique;07/01/2024 08:26;eviana;5,58E+12;beatrizdas-neves@yahoo.com.br
1;A Casa da Massa;68;Carolina Cunha;027.451.389-79;O;06/11/1995;1;X2X18HAF;False;;;20/07/2024 16:00;gabriela04;22/04/2025 16:00;yasminmelo;5,52E+12;bruna60@yahoo.com.br
1;A Casa da Massa;69;Dr. Luiz Fernando Santos;293.548.706-00;F;28/08/1947;2;;False;;;21/11/2023 19:03;souzamarcela;20/07/2024 19:03;cmoreira;5,54E+12;coliveira@bol.com.br
1;A Casa da Massa;70;Isis Viana;91.827.504/0001-35;F;05/07/1980;1;;True;09/11/2024 10:05;omendes;01/07/2024 10:05;danielajesus;09/11/2024 10:05;leandro05;5,58E+12;hpereira@ig.com.br
1;A Casa da Massa;71;Valentina Novaes;437.216.058-53;M;04/05/1952;2;U6N7HV3I;False;;;06/12/2023 09:00;arthur84;13/05/2024 09:00;pintoana-beatriz;5,58E+12;vitor53@hotmail.com
1;A Casa da Massa;72;AntÃ´nio Rocha;24.703.198/0001-38;M;02/08/1970;1;MPNSM43D;True;01/12/2024 12:54;vitor-hugovieira;30/06/2024 12:54;mouralucca;01/12/2024 12:54;hpinto;5,57E+12;beatriz49@ig.com.br
1;A Casa da Massa;73;Calebe Moraes;08.645.137/0001-05;;02/05/1986;1;08J3TRP0;True;13/10/2024 10:26;jesusgiovanna;21/02/2024 10:26;marcos-vinicius69;13/10/2024 10:26;da-pazbrenda;5,58E+12;gsouza@gmail.com
1;A Casa da Massa;74;Ana Beatriz Barros;50.796.812/0001-63;M;24/04/1990;2;;False;;;16/01/2024 00:13;mouramurilo;29/06/2024 00:13;arezende;5,52E+12;fernandesmirella@ig.com.br
1;A Casa da Massa;75;Gabriel Gomes;45.769.381/0001-06;;28/05/1977;2;B4GH2M5Z;True;28/07/2024 20:22;caio40;26/03/2024 20:22;isadorarezende;28/07/2024 20:22;rebecada-mota;5,56E+12;lorenasouza@uol.com.br
1;A Casa da Massa;76;Igor Melo;608.514.239-06;F;26/02/1949;1;IOTIRZQA;False;;;19/01/2024 01:36;carolina41;29/10/2024 01:36;ribeiromarcelo;5,53E+12;sabrina28@bol.com.br
1;A Casa da Massa;77;Marcelo das Neves;918.632.507-86;F;21/03/1976;2;;True;18/05/2024 01:04;peixotodanilo;26/01/2024 01:04;biancalima;18/05/2024 01:04;carolinanascimento;5,55E+12;luanacostela@ig.com.br
1;A Casa da Massa;78;Miguel FogaÃ§a;039.241.685-98;O;11/06/1984;2;9TMQLIZL;False;;;17/06/2024 15:09;drodrigues;10/04/2025 15:09;ppeixoto;5,54E+12;hmoreira@gmail.com
1;A Casa da Massa;79;Clarice Lopes;62.483.907/0001-06;F;03/10/1987;1;;False;;;18/07/2024 06:45;raragao;18/04/2025 06:45;costajuan;5,59E+12;antonio62@bol.com.br
1;A Casa da Massa;80;Dr. Lucas Gabriel da Mata;320.485.617-80;O;10/01/1994;1;;True;29/08/2024 19:26;wfreitas;26/12/2023 19:26;da-rochabruno;29/08/2024 19:26;marcela44;5,51E+12;ribeirobruna@uol.com.br
1;A Casa da Massa;81;Maria Clara Barbosa;560.492.318-42;F;23/10/1962;2;;True;17/05/2024 03:54;milena55;18/12/2023 03:54;cecilianunes;17/05/2024 03:54;benjaminpereira;5,53E+12;evelynda-luz@ig.com.br
1;A Casa da Massa;82;Davi Lucas Nascimento;603.251.478-17;M;17/01/1990;1;;False;;;09/10/2023 06:28;thomas38;08/07/2024 06:28;vda-rosa;5,55E+12;hda-mota@uol.com.br
1;A Casa da Massa;83;Sr. Luiz Fernando da Cunha;056.738.921-95;F;02/04/1992;2;;True;01/10/2024 16:16;rezendemaria-alice;05/05/2024 16:16;peixotobenjamin;01/10/2024 16:16;pedro-henrique04;5,55E+12;ceciliafarias@yahoo.com.br
1;A Casa da Massa;84;Sr. JoÃ£o Pedro Peixoto;547.368.290-10;;15/09/1986;2;PGB7R3OC;True;18/11/2023 14:47;marina82;12/11/2023 14:47;bruno37;18/11/2023 14:47;barbaracosta;5,58E+12;ferreirarenan@hotmail.com
1;A Casa da Massa;85;Sabrina Vieira;603.958.472-65;O;04/04/1993;1;;True;01/07/2024 05:27;luna64;04/06/2024 05:27;luiz-felipe06;01/07/2024 05:27;lda-conceicao;5,58E+12;fariasalana@yahoo.com.br
1;A Casa da Massa;86;Vicente Oliveira;472.186.039-04;;16/01/1961;1;1N6KVPUC;False;;;08/01/2024 03:54;fogacanicole;08/03/2024 03:54;pietra86;5,57E+12;luiz-gustavobarbosa@uol.com.br
1;A Casa da Massa;87;Luiza Sales;24.689.571/0001-43;F;15/04/1980;1;JCITFOYQ;False;;;17/07/2024 04:43;carlos-eduardocarvalho;05/09/2024 04:43;goncalvesyuri;5,58E+12;ksilveira@hotmail.com
1;A Casa da Massa;88;Matheus Cunha;169.782.045-01;O;07/01/2000;2;CIJ2V2HE;False;;;16/10/2023 10:49;marceladuarte;11/02/2024 10:49;valentinaribeiro;5,54E+12;souzapedro@ig.com.br
1;A Casa da Massa;89;Raquel Duarte;68.193.540/0001-72;F;23/02/1987;1;C2V37PQK;False;;;30/12/2023 01:58;nogueiralucas-gabriel;15/03/2024 01:58;joao-guilherme30;5,58E+12;icosta@bol.com.br
1;A Casa da Massa;90;Sophia Moura;624.395.071-99;;27/06/1988;2;CBPLJD84;False;;;08/03/2024 02:14;laragao;25/07/2024 02:14;silvabernardo;5,51E+12;da-rochagabrielly@yahoo.com.br
1;A Casa da Massa;91;Sr. OtÃ¡vio Pereira;98.653.712/0001-04;O;04/08/1954;1;1GSPK9P3;True;10/03/2025 03:50;da-costadavi-lucca;14/05/2024 03:50;marinacardoso;10/03/2025 03:50;da-costaisis;5,56E+12;maria80@yahoo.com.br
1;A Casa da Massa;92;Dr. Heitor Ribeiro;410.275.398-23;O;21/09/1993;2;;False;;;08/11/2023 05:02;ramoscaroline;05/07/2024 05:02;rezendevitor-gabriel;5,56E+12;vsilva@ig.com.br
1;A Casa da Massa;93;Helena Monteiro;59.642.081/0001-76;O;08/11/1987;2;;True;12/08/2024 00:41;maria-ceciliaribeiro;20/06/2024 00:41;francisco30;12/08/2024 00:41;maria-eduardasantos;5,54E+12;gabrielly34@ig.com.br
1;A Casa da Massa;94;Julia Martins;680.435.729-92;;21/01/1947;1;;False;;;29/06/2024 04:06;lavinia79;09/03/2025 04:06;cda-cunha;5,54E+12;lferreira@bol.com.br
1;A Casa da Massa;95;Sr. Davi Porto;486.071.593-48;O;24/09/1992;1;8OS9XTOG;False;;;28/03/2024 09:52;ana-clarabarros;12/05/2024 09:52;ncosta;5,53E+12;freitasmelissa@gmail.com
1;A Casa da Massa;96;Gustavo Henrique Rodrigues;928.450.163-60;M;14/09/2005;1;;True;02/11/2024 06:37;carolinebarbosa;21/02/2024 06:37;piresana-luiza;02/11/2024 06:37;joao-miguel42;5,58E+12;cardosoyasmin@bol.com.br
1;A Casa da Massa;97;LetÃ­cia Moraes;690.315.247-43;O;03/02/2004;2;;False;;;15/01/2024 11:44;emanuelgomes;22/10/2024 11:44;lfreitas;5,53E+12;anunes@uol.com.br
1;A Casa da Massa;98;Pietra Cardoso;460.219.853-89;F;09/03/1988;1;LAOI4E8X;True;05/03/2025 22:45;esthercarvalho;30/06/2024 22:45;luiz-miguelaragao;05/03/2025 22:45;caio59;5,56E+12;krezende@ig.com.br
1;A Casa da Massa;99;Gustavo Almeida;24.671.839/0001-10;O;02/09/1993;2;;False;;;02/12/2023 13:42;meloluiz-henrique;13/08/2024 13:42;araujobenicio;5,58E+12;ferreiravicente@hotmail.com
1;A Casa da Massa;100;Mariana Costela;21.896.053/0001-02;F;11/10/1985;2;;False;;;13/03/2024 03:14;anthonypires;15/11/2024 03:14;leonardogoncalves;5,51E+12;duartesophia@uol.com.br
1;A Casa da Massa;101;Rafael Rodrigues;529.410.638-89;F;10/07/1979;1;J2O7S3KK;False;;;04/05/2024 20:45;ujesus;17/07/2024 20:45;danilonascimento;5,54E+12;alice06@bol.com.br
1;A Casa da Massa;102;Isis Cardoso;95.814.207/0001-06;;09/08/1979;1;;True;10/03/2025 17:15;goncalvesalexandre;18/05/2024 17:15;alice90;10/03/2025 17:15;enrico09;5,55E+12;alicepinto@bol.com.br
1;A Casa da Massa;103;Benjamin da Rocha;652.018.739-95;O;11/01/1982;2;QLGZUI1B;False;;;25/03/2024 04:43;davi-luizcorreia;25/12/2024 04:43;bianca30;5,54E+12;paulooliveira@hotmail.com
1;A Casa da Massa;104;Kamilly Peixoto;84.073.265/0001-00;;02/11/2004;2;;True;17/03/2025 23:45;ualves;18/07/2024 23:45;teixeirakevin;17/03/2025 23:45;maria-julia61;5,57E+12;danielarezende@gmail.com
1;A Casa da Massa;105;Miguel Pires;706.258.491-67;M;06/03/1983;1;SV55PSQ0;True;02/09/2024 12:37;iferreira;17/06/2024 12:37;mendesjoao-miguel;02/09/2024 12:37;evelyn55;5,57E+12;brunaaragao@gmail.com
2;A Confeitaria;106;Enzo Martins;687.439.015-57;O;19/04/2005;2;;False;;;10/03/2024 23:52;isisviana;28/05/2024 23:52;caio14;5,54E+12;cunhaclara@uol.com.br
2;A Confeitaria;107;Julia Moura;962.315.708-86;O;14/07/1997;2;8W5RTWIY;False;;;01/06/2024 19:47;ana-beatrizmartins;21/12/2024 19:47;sophia10;5,55E+12;mirella23@ig.com.br
2;A Confeitaria;108;Sr. Raul Freitas;10.496.378/0001-81;;03/09/1966;1;1ZDFKBLC;False;;;23/01/2024 09:09;da-conceicaovicente;18/05/2024 09:09;pmoura;5,57E+12;msilva@gmail.com
2;A Confeitaria;109;Levi Gomes;643.807.251-62;F;21/01/1945;2;;True;28/08/2024 23:43;portoclara;19/02/2024 23:43;mouravitor;28/08/2024 23:43;lais94;5,58E+12;ana-livia23@gmail.com
2;A Confeitaria;110;Sr. Carlos Eduardo Ribeiro;421.579.068-94;M;20/05/2005;2;;False;;;10/05/2024 13:25;maitesilva;10/08/2024 13:25;saleskaique;5,52E+12;paulo35@uol.com.br
2;A Confeitaria;111;Dr. JoÃ£o Pedro Mendes;257.814.396-09;F;29/11/1960;1;;False;;;31/05/2024 10:43;alice15;01/10/2024 10:43;wsilveira;5,53E+12;ssilva@hotmail.com
2;A Confeitaria;112;Pedro Miguel Cavalcanti;695.073.418-20;M;25/01/2007;2;6YFPMVXP;True;07/08/2024 20:49;souzagustavo-henrique;30/03/2024 20:49;sabrinaviana;07/08/2024 20:49;eoliveira;5,56E+12;nataliaviana@hotmail.com
2;A Confeitaria;113;Lucca Cardoso;13.687.409/0001-70;F;17/06/1957;2;4DNMKZA3;True;28/08/2024 21:40;ana-luiza06;08/01/2024 21:40;malves;28/08/2024 21:40;arthuraraujo;5,52E+12;enricomoraes@yahoo.com.br
2;A Confeitaria;114;Thiago GonÃ§alves;032.781.659-77;M;01/12/1969;2;361I2HGJ;False;;;05/03/2024 11:46;smonteiro;23/07/2024 11:46;jrezende;5,57E+12;nascimentolavinia@hotmail.com
2;A Confeitaria;115;Pietro Rodrigues;521.409.736-07;M;11/04/1955;2;;False;;;23/07/2024 05:05;xcaldeira;01/10/2024 05:05;almeidaeduardo;5,58E+12;gmoraes@hotmail.com
2;A Confeitaria;116;LavÃ­nia Pereira;128.956.470-11;F;27/01/1979;1;;False;;;22/03/2024 23:22;vitor95;08/04/2024 23:22;rodrigobarbosa;5,58E+12;pteixeira@bol.com.br
2;A Confeitaria;117;BenÃ­cio Ramos;09.317.458/0001-43;F;20/09/1956;1;;False;;;26/01/2024 09:13;pedro-henriqueda-cunha;11/07/2024 09:13;ssilveira;5,51E+12;giovanna31@uol.com.br
2;A Confeitaria;118;Marcelo Almeida;95.381.672/0001-09;O;24/09/1964;2;;True;26/08/2024 02:25;joao-lucas04;24/11/2023 02:25;das-nevesdanilo;26/08/2024 02:25;anthony12;5,58E+12;diego84@uol.com.br
