id_restaurante;nome_restaurante;id;jobId;campaignId;storeId;storeInstanceId;customer_id; phoneNumber ;scheduledAt;sendAt;status;message;response;createdAt;createdBy;updatedAt;updatedBy
1;A Casa da Massa;11;11;285;IRG4XM3VYN;WFG29W00;349;5.521.984.369.120,00;04/11/2024 16:49;04/11/2024 17:58;2;Optio quia vel distinctio explicabo eveniet consequatur tempore magnam.;;03/11/2024 19:42;lcavalcanti;04/11/2024 16:21;davi-luccasilva
1;A Casa da Massa;12;12;1277;7FCXHW7VPS;7BR8AD0I;398;5.511.902.280.529,00;31/10/2024 21:25;31/10/2024 23:39;3;Iusto quas aspernatur sed autem beatae sequi delectus deleniti laboriosam.;Quae accusamus recusandae aliquid laboriosam inventore.;31/10/2024 18:11;kaique37;01/11/2024 12:03;vfogaca
1;A Casa da Massa;13;13;763;9T6S3IPIA3;0TGIWFCD;148;5.561.979.814.391,00;15/04/2025 14:16;15/04/2025 14:16;1;Fugit quod ex nihil perspiciatis ea quas eaque enim soluta ex asperiores ducimus error aspernatur ex.;;14/04/2025 20:23;julianamelo;16/04/2025 02:17;da-rochamaria-fernanda
1;A Casa da Massa;14;14;18;9KEDAUAQQ0;QUFD08D1;883;5.581.949.005.265,00;30/10/2024 11:50;30/10/2024 12:16;4;A ea repellendus ab assumenda eveniet nam delectus provident eveniet cum quam ea officia porro.;In consequuntur recusandae officiis quia.;30/10/2024 00:26;camposhenrique;30/10/2024 02:16;rezendenicole
1;A Casa da Massa;15;15;1932;QTY0OI7XCE;HZVE9062;999;5.531.995.241.419,00;25/06/2025 11:11;25/06/2025 13:42;4;Voluptatem laudantium vel tenetur impedit perferendis provident ipsam occaecati harum delectus.;;25/06/2025 08:20;talves;26/06/2025 12:29;kda-cruz
1;A Casa da Massa;16;16;1062;5W3GTY9L1Q;BRIUGNUT;938;5.584.961.698.247,00;28/12/2024 12:08;28/12/2024 14:08;5;Facilis sapiente magnam ratione omnis ab molestiae a ipsam quod laboriosam beatae esse laborum aliquam fugit.;Provident quod repellat rerum debitis neque qui nobis suscipit itaque in non fugit impedit excepturi.;27/12/2024 17:08;rafaelagomes;27/12/2024 18:39;gabrielacastro
1;A Casa da Massa;17;17;884;4WY752I40C;T12F0BJI;79;5.584.999.179.530,00;07/05/2025 21:23;07/05/2025 21:23;6;Voluptatibus alias veniam omnis dicta consequatur molestiae aliquam impedit.;Aliquam suscipit ipsa corrupti.;07/05/2025 07:28;da-cruzluiz-miguel;07/05/2025 07:36;teixeiraamanda
1;A Casa da Massa;18;18;534;32KA4UKNYB;YCXB08XO;118;5.584.956.792.243,00;02/05/2025 09:11;02/05/2025 09:11;1;Quia aliquid cumque dolore tempora ab saepe voluptas.;Minima iusto blanditiis cumque pariatur ab autem minus necessitatibus.;01/05/2025 22:47;gabriellycardoso;02/05/2025 05:47;raquelviana
1;A Casa da Massa;19;19;1266;C41J2PVOGT;1S2XUBOY;650;5.511.949.086.469,00;24/07/2025 05:44;24/07/2025 08:13;2;Doloremque inventore aliquam blanditiis repudiandae minima ut asperiores at officiis dolorem labore esse aperiam quam.;Voluptatem laudantium vel tenetur impedit perferendis provident ipsam occaecati harum delectus.;23/07/2025 13:41;caldeirapedro-lucas;23/07/2025 20:54;luiza67
1;A Casa da Massa;20;20;1727;OVMYH8WZMD;ZDDQ81GW;241;5.571.966.627.013,00;04/02/2025 17:36;04/02/2025 18:42;3;Est ipsam dignissimos eligendi rerum qui saepe dolore omnis quisquam similique hic quo sapiente eum.;Minus dolorem labore vero labore velit.;03/02/2025 23:45;da-rochaotavio;04/02/2025 02:22;rsouza
1;A Casa da Massa;21;21;903;FF2MSXYSTS;HDTI7LE9;194;5.581.923.090.560,00;17/01/2025 14:21;17/01/2025 15:44;4;Itaque accusantium voluptas corrupti ducimus necessitatibus repudiandae at nulla corporis porro.;Voluptatem laudantium vel tenetur impedit perferendis provident ipsam occaecati harum delectus.;17/01/2025 05:29;gustavo-henriquemelo;18/01/2025 12:26;dmoraes
1;A Casa da Massa;22;22;1255;YXP1A0TP51;KM4S3OB7;491;5.584.948.554.251,00;26/11/2024 22:33;27/11/2024 00:37;2;A reiciendis vero voluptate eaque occaecati aliquid ipsum.;Expedita explicabo ipsum recusandae tenetur ab minima.;26/11/2024 12:37;ryanlima;26/11/2024 20:34;kevincampos
1;A Casa da Massa;23;23;958;BIJ6SZU6NC;WORQZ7LN;72;5.571.968.799.325,00;20/03/2025 06:14;20/03/2025 06:14;1;Provident odio cupiditate aliquid fugiat corrupti voluptates nemo tempore temporibus eveniet consectetur.;Voluptatem laudantium vel tenetur impedit perferendis provident ipsam occaecati harum delectus.;19/03/2025 07:23;kda-costa;19/03/2025 12:06;cda-conceicao
1;A Casa da Massa;24;24;1396;5I3360COA9;LSQY38YK;122;5.571.914.499.530,00;24/10/2024 15:11;24/10/2024 16:21;3;Nemo a quod quasi modi culpa et quo velit repellat iure accusantium.;Provident quod repellat rerum debitis neque qui nobis suscipit itaque in non fugit impedit excepturi.;23/10/2024 15:59;ana-vitorianogueira;24/10/2024 17:31;mrezende
1;A Casa da Massa;25;25;1609;W6M5ENCC4H;R89MH2GC;76;5.531.907.380.024,00;04/08/2025 13:04;04/08/2025 14:26;2;Optio alias repellat qui illo aliquid laborum.;Voluptatem laudantium vel tenetur impedit perferendis provident ipsam occaecati harum delectus.;03/08/2025 16:53;nicole30;04/08/2025 00:03;benjamin59
1;A Casa da Massa;26;26;249;GRRCORT3GW;ZSXRJABC;791;5.571.973.901.869,00;21/06/2025 07:01;21/06/2025 07:01;1;Iusto autem expedita vitae iste blanditiis doloribus ducimus facere aperiam rerum aperiam sapiente a doloremque.;Voluptatem laudantium vel tenetur impedit perferendis provident ipsam occaecati harum delectus.;20/06/2025 22:50;isabelly99;21/06/2025 08:22;agathaaragao
1;A Casa da Massa;27;27;956;6CJNN5Z37S;PN09I0U7;688;5.571.997.561.265,00;06/09/2024 01:17;06/09/2024 03:16;2;Voluptate animi magni minima repellat quis adipisci quae amet sequi magnam magnam earum.;Id vitae voluptatem omnis quisquam.;05/09/2024 18:00;vitor-hugo07;07/09/2024 02:55;qda-cunha
1;A Casa da Massa;28;28;1922;ZD7CW88WB8;P8HN6R8T;405;5.511.977.809.480,00;26/06/2025 04:25;26/06/2025 04:25;1;Delectus nesciunt rerum quisquam deleniti nostrum occaecati.;Provident quod repellat rerum debitis neque qui nobis suscipit itaque in non fugit impedit excepturi.;25/06/2025 08:20;ana10;26/06/2025 11:22;marcela09
1;A Casa da Massa;29;29;115;SN27C9THT7;DTLZCJIJ;400;5.551.951.668.283,00;09/12/2024 12:21;09/12/2024 14:44;3;Impedit aperiam dignissimos nesciunt eos beatae optio iure eius fuga officiis hic inventore alias.;Voluptatem laudantium vel tenetur impedit perferendis provident ipsam occaecati harum delectus.;08/12/2024 14:24;oliveiracamila;09/12/2024 08:44;bruna45
1;A Casa da Massa;30;30;579;B39YB1ZVOM;XLMUKVLM;548;5.581.961.595.824,00;11/04/2025 11:00;11/04/2025 11:00;1;Accusantium fugiat fuga autem dicta vero ea praesentium perspiciatis enim ad excepturi et omnis quaerat.;Voluptatem laudantium vel tenetur impedit perferendis provident ipsam occaecati harum delectus.;11/04/2025 04:10;silvabreno;12/04/2025 11:48;cavalcantileonardo
1;A Casa da Massa;31;31;1226;QWAJDJ1ZXO;ZWWBDNH0;568;5.561.979.160.150,00;04/02/2025 23:39;05/02/2025 02:32;5;Aut quaerat id nobis facere distinctio perspiciatis necessitatibus ipsa at totam.;Provident quod repellat rerum debitis neque qui nobis suscipit itaque in non fugit impedit excepturi.;04/02/2025 20:47;clara98;04/02/2025 23:16;kaiquecunha
1;A Casa da Massa;32;32;323;39TTK57W2K;7FMX8LW7;72;5.571.968.799.325,00;17/01/2025 17:00;17/01/2025 18:30;3;Magni eligendi ex nesciunt eligendi nemo vitae magni maxime consectetur commodi enim.;Temporibus aperiam nihil nesciunt atque unde corrupti porro.;17/01/2025 03:13;davi-lucasda-mota;18/01/2025 06:06;rmartins
1;A Casa da Massa;33;33;1618;HN5YR4XR0S;O5KQAVU4;813;5.561.970.539.236,00;19/05/2025 13:17;19/05/2025 16:03;2;Molestias soluta corrupti autem dignissimos nostrum illum debitis quidem ex.;Voluptatem laudantium vel tenetur impedit perferendis provident ipsam occaecati harum delectus.;19/05/2025 11:21;da-conceicaomaria-cecilia;19/05/2025 14:18;murilo80
1;A Casa da Massa;34;34;804;LUG2KXP01K;67B483AF;406;5.561.908.689.519,00;31/10/2024 06:22;31/10/2024 06:22;6;Omnis iure nostrum laboriosam ducimus eius perferendis quia nisi eius consequatur esse excepturi amet maxime.;Voluptatem laudantium vel tenetur impedit perferendis provident ipsam occaecati harum delectus.;31/10/2024 02:29;acostela;01/11/2024 06:05;melissa33
1;A Casa da Massa;35;35;8;M1VYVGR7TW;FBDHRI75;714;5.521.937.043.301,00;01/06/2025 17:17;01/06/2025 17:17;1;Veniam tenetur rerum esse quaerat ipsa sapiente similique animi odit dolores excepturi autem necessitatibus sed porro.;Provident quod repellat rerum debitis neque qui nobis suscipit itaque in non fugit impedit excepturi.;01/06/2025 03:42;rebeca01;01/06/2025 21:48;anovaes
1;A Casa da Massa;36;36;1896;Z6TC5RQ9G7;F02HMPYU;696;5.521.922.217.854,00;04/02/2025 07:51;04/02/2025 07:51;6;Doloremque delectus qui blanditiis quidem reprehenderit placeat ea nihil nobis exercitationem natus.;Voluptatem laudantium vel tenetur impedit perferendis provident ipsam occaecati harum delectus.;03/02/2025 09:09;mariana80;03/02/2025 12:57;brunorocha
1;A Casa da Massa;37;37;881;R9NHN5PP9E;I7LEAP89;753;5.551.950.557.088,00;08/12/2024 18:55;08/12/2024 20:44;4;Necessitatibus minus inventore commodi error nemo asperiores soluta rerum amet eos itaque cum ratione quae optio.;Eligendi porro voluptate rem voluptatibus.;08/12/2024 04:46;omoreira;09/12/2024 06:34;clara86
1;A Casa da Massa;38;38;1343;0HT3XMJ2X4;E3O5QRY6;879;5.541.940.459.618,00;12/07/2025 10:24;12/07/2025 10:28;4;Illo odio magni provident eveniet mollitia sunt architecto eum quae deleniti at doloribus non provident labore.;Voluptatem laudantium vel tenetur impedit perferendis provident ipsam occaecati harum delectus.;12/07/2025 03:45;maite51;13/07/2025 02:37;beatriz23
1;A Casa da Massa;39;39;1862;RG6Y8E3NXI;J8GG5FLM;697;5.571.987.106.547,00;29/10/2024 00:00;29/10/2024 00:50;2;Ex praesentium distinctio ea cupiditate quisquam exercitationem aperiam inventore repellat provident maxime aut explicabo.;Voluptatem laudantium vel tenetur impedit perferendis provident ipsam occaecati harum delectus.;28/10/2024 07:10;amanda16;28/10/2024 17:47;joaquimcardoso
1;A Casa da Massa;40;40;300;OW2XE3167E;5SQSZUCC;643;5.551.910.857.045,00;10/08/2025 09:53;10/08/2025 10:29;4;Excepturi earum odit nobis at maiores quam laborum.;Quam accusamus hic voluptas necessitatibus iure nihil sed.;10/08/2025 05:24;mfarias;10/08/2025 17:14;ocorreia
1;A Casa da Massa;41;41;267;GGO79R5DEB;9DVL3UCZ;340;5.584.989.000.163,00;29/05/2025 10:43;29/05/2025 10:59;4;Iusto inventore at in numquam quae deserunt doloremque eos tempora.;Voluptatem laudantium vel tenetur impedit perferendis provident ipsam occaecati harum delectus.;28/05/2025 18:40;ana-clararodrigues;29/05/2025 15:10;luana84
1;A Casa da Massa;42;42;1289;EUMRF79H6O;37Q4AO6E;21;5.561.911.395.822,00;10/02/2025 16:21;10/02/2025 16:21;6;Beatae quibusdam fugit numquam sunt alias autem accusamus tenetur rerum odit assumenda molestias.;Soluta necessitatibus repudiandae eos reprehenderit reiciendis officia.;09/02/2025 20:17;laviniarocha;11/02/2025 04:01;leandrogomes
1;A Casa da Massa;43;43;873;HP9CVV0BZ2;0907SN6A;884;5.551.984.225.773,00;11/01/2025 23:26;12/01/2025 01:21;4;Laboriosam eligendi architecto numquam occaecati officiis sint dicta dolorem natus recusandae doloribus consectetur modi.;Voluptatem laudantium vel tenetur impedit perferendis provident ipsam occaecati harum delectus.;11/01/2025 06:06;carlos-eduardopinto;11/01/2025 08:15;emilly50
1;A Casa da Massa;44;44;270;KDR6AVT2C2;C8NXS7KD;956;5.561.994.399.505,00;27/05/2025 01:03;27/05/2025 02:24;2;Quidem possimus accusamus eos corporis reprehenderit impedit error sequi.;Qui pariatur dolor quasi molestias.;26/05/2025 21:48;sarahnogueira;27/05/2025 05:23;abarbosa
1;A Casa da Massa;45;45;988;OSMN4YQQF9;F32M3XL7;73;5.581.993.539.815,00;27/11/2024 11:08;27/11/2024 13:55;5;Eaque unde saepe harum temporibus nihil fuga minima aperiam quae vel officia occaecati pariatur ipsam.;Voluptatem laudantium vel tenetur impedit perferendis provident ipsam occaecati harum delectus.;26/11/2024 23:52;monteirovitoria;27/11/2024 05:58;ana-sophiacaldeira
1;A Casa da Massa;46;46;1801;Z0GVREZKJJ;EUOFKE74;492;5.571.961.926.644,00;07/03/2025 14:19;07/03/2025 15:44;5;Corrupti facilis cupiditate placeat recusandae autem numquam molestiae voluptas sapiente ipsum.;Provident quod repellat rerum debitis neque qui nobis suscipit itaque in non fugit impedit excepturi.;07/03/2025 13:56;evelynmonteiro;08/03/2025 18:51;costelalivia
1;A Casa da Massa;47;47;1276;UL2JWA3GDG;ZB1FKZY4;965;5.571.963.473.547,00;06/08/2025 10:10;06/08/2025 12:23;2;Voluptas qui dignissimos quod natus ratione in.;Voluptatem laudantium vel tenetur impedit perferendis provident ipsam occaecati harum delectus.;05/08/2025 21:37;goncalvesmilena;07/08/2025 03:23;scunha
1;A Casa da Massa;48;48;1037;38QA7JMOSC;W6IJPDBK;544;5.551.999.389.997,00;19/10/2024 13:45;19/10/2024 14:17;3;Ipsam accusantium tempora totam alias non provident numquam quod saepe inventore cupiditate ea facere.;Illum voluptas neque excepturi blanditiis neque repellat ducimus.;18/10/2024 17:30;gabriela55;20/10/2024 00:28;da-rochaenzo-gabriel
1;A Casa da Massa;49;49;1909;4WNYIEXDX8;261ZTMF9;269;5.531.900.042.132,00;11/12/2024 13:42;11/12/2024 13:42;1;Fugiat dignissimos saepe ut ullam neque molestias facere deserunt praesentium ipsa vero illum.;Doloribus voluptate laboriosam ipsam blanditiis possimus ab eligendi commodi.;10/12/2024 13:52;calebecardoso;11/12/2024 11:06;egoncalves
1;A Casa da Massa;50;50;1970;44A96SS1PS;TKWQUMJK;366;5.541.915.857.210,00;18/10/2024 04:14;18/10/2024 04:14;1;Dignissimos et omnis excepturi nesciunt commodi accusamus facere ullam sed unde.;Voluptatem laudantium vel tenetur impedit perferendis provident ipsam occaecati harum delectus.;17/10/2024 19:15;felipecampos;17/10/2024 20:38;diego92
1;A Casa da Massa;51;51;1235;G05025CNL7;5TDM5JRQ;227;5.571.904.167.540,00;11/12/2024 13:22;11/12/2024 15:45;2;Nesciunt ad nobis qui explicabo explicabo aspernatur sunt excepturi sint deleniti aperiam.;Neque quos expedita enim aperiam cupiditate aperiam eum.;11/12/2024 01:26;pereiraemilly;12/12/2024 01:31;camposmaria-julia
1;A Casa da Massa;52;52;881;HDZHTDXCX7;SUI9QB5K;833;5.521.933.480.237,00;11/11/2024 08:16;11/11/2024 09:16;2;Accusamus debitis veniam voluptate ullam excepturi architecto minima tenetur qui a sint vero quo voluptate architecto.;Voluptatem laudantium vel tenetur impedit perferendis provident ipsam occaecati harum delectus.;11/11/2024 06:57;xmartins;12/11/2024 05:43;antoniobarbosa
1;A Casa da Massa;53;53;750;BUPCUO7I1I;KFHZ6T8V;993;5.551.979.750.881,00;15/04/2025 17:36;15/04/2025 18:43;2;Ipsum quas quis similique ut rem debitis eligendi necessitatibus molestiae nihil cumque tenetur debitis rem qui.;Inventore saepe molestias excepturi ratione delectus.;15/04/2025 17:26;vianamilena;15/04/2025 19:13;esthermoura
1;A Casa da Massa;54;54;53;CZLSV78997;JJKG866A;364;5.541.901.285.453,00;08/03/2025 06:08;08/03/2025 08:29;4;Eius itaque ab doloribus inventore accusantium soluta deleniti eum nesciunt aut impedit nam.;Quisquam voluptatem atque voluptas fuga esse corporis dicta ea voluptatum.;07/03/2025 16:01;imartins;09/03/2025 00:04;evelyn09
1;A Casa da Massa;55;55;1086;W0XKE9IUCX;001MNO55;639;5.581.996.962.984,00;01/10/2024 04:00;01/10/2024 04:00;1;Debitis quis error tempora quod temporibus esse eveniet itaque rerum laudantium repellat.;Voluptatem laudantium vel tenetur impedit perferendis provident ipsam occaecati harum delectus.;01/10/2024 00:43;noahferreira;02/10/2024 03:31;xda-mota
1;A Casa da Massa;56;56;491;BN3C2URJ06;0F5AS6R2;208;5.551.951.921.999,00;22/05/2025 03:31;22/05/2025 05:37;5;Maxime iste eligendi temporibus repellat nemo ipsam maxime nisi quidem dolores quam.;Maxime distinctio repellendus architecto pariatur alias ex odio.;22/05/2025 00:17;ana-luizarocha;22/05/2025 18:58;emanuellycorreia
1;A Casa da Massa;57;57;1505;09CN2H3TT6;2D8QWMQN;729;5.521.928.384.436,00;22/12/2024 01:59;22/12/2024 01:59;6;Culpa pariatur ipsam laudantium sunt molestias nulla placeat deleniti accusantium.;Voluptatem laudantium vel tenetur impedit perferendis provident ipsam occaecati harum delectus.;21/12/2024 18:29;leticiada-mata;22/12/2024 20:55;imendes
1;A Casa da Massa;58;58;1409;TNHUFPYEGZ;54DBF48X;71;5.581.984.633.068,00;18/12/2024 15:18;18/12/2024 17:35;2;Nulla nisi incidunt voluptatibus fuga est deserunt ut illo sed accusantium libero ullam nam.;Voluptatem laudantium vel tenetur impedit perferendis provident ipsam occaecati harum delectus.;17/12/2024 23:34;joaocampos;18/12/2024 11:32;nsilveira
1;A Casa da Massa;59;59;768;NRXIOGGRPP;JEU3YE79;326;5.584.907.446.405,00;31/01/2025 22:29;31/01/2025 22:29;6;Amet non magni numquam modi laudantium repudiandae harum est cumque necessitatibus nisi fugiat.;Voluptatem laudantium vel tenetur impedit perferendis provident ipsam occaecati harum delectus.;31/01/2025 10:55;da-cunhaleonardo;31/01/2025 13:22;da-cunhaalicia
1;A Casa da Massa;60;60;1352;QX7GCTHWMO;BVV2N8P0;196;5.541.961.903.087,00;03/07/2025 04:23;03/07/2025 04:23;6;Ullam officiis ipsa neque inventore voluptate hic quas molestiae quasi repudiandae rem ipsum eveniet ipsum.;Fugit excepturi deleniti vel at voluptatibus veniam unde quibusdam.;03/07/2025 03:34;miguelduarte;04/07/2025 02:23;pietrocastro
1;A Casa da Massa;61;61;1248;S72DF8GAWL;34ZNU8E0;307;5.511.916.721.431,00;31/01/2025 13:38;31/01/2025 15:42;2;Laboriosam praesentium eveniet ipsa temporibus adipisci voluptas id aliquid.;Necessitatibus ipsa harum facere error.;31/01/2025 06:14;nina18;31/01/2025 09:15;marcelasouza
1;A Casa da Massa;62;62;721;5C8X9JMHXN;FE4AZRHA;804;5.531.981.156.231,00;18/12/2024 08:18;18/12/2024 08:18;6;Magni magnam aperiam temporibus repellat expedita odio sed doloremque minus.;Distinctio quia iure ullam non.;17/12/2024 19:43;mendespedro-henrique;19/12/2024 03:07;pda-rocha
1;A Casa da Massa;63;63;760;Q7KID3UMU7;2078QJS5;118;5.584.956.792.243,00;11/05/2025 23:27;12/05/2025 01:48;3;Iusto laborum blanditiis animi alias commodi ipsam quaerat.;Facilis eos labore quos vero aperiam quaerat quis aliquid.;11/05/2025 15:05;matheusfernandes;12/05/2025 05:58;das-neveslucas
1;A Casa da Massa;64;64;1907;PGBOAQM0IM;Q8XUC9BJ;911;5.541.999.246.823,00;04/06/2025 21:20;04/06/2025 21:20;1;Vero perferendis corporis veniam molestias voluptas reiciendis ad ab id est earum sapiente minima iusto.;Animi reprehenderit voluptate eligendi.;04/06/2025 20:42;almeidaclara;05/06/2025 03:15;monteiroalice
1;A Casa da Massa;65;65;1430;WSY2LVH0WQ;FXZ321S8;968;5.584.949.564.704,00;15/10/2024 03:38;15/10/2024 05:02;3;Dicta blanditiis eaque quos quam harum eveniet quam laudantium hic voluptates possimus ipsam quis fugit provident.;Voluptatum et cupiditate voluptatum soluta eaque consequuntur dolores reprehenderit vero sequi a perspiciatis aut nemo.;14/10/2024 04:13;freitasmaria-luiza;14/10/2024 19:33;teixeiraalexia
1;A Casa da Massa;66;66;758;N7YEZ4JS11;7FSSHKYI;949;5.521.914.318.929,00;05/07/2025 13:06;05/07/2025 14:25;2;Omnis est beatae doloribus laudantium culpa modi omnis aspernatur.;Voluptatem laudantium vel tenetur impedit perferendis provident ipsam occaecati harum delectus.;04/07/2025 21:53;omendes;05/07/2025 04:30;silveiraemanuel
1;A Casa da Massa;67;67;1464;LTX7IGA5EF;S03PSVSF;717;5.584.916.213.622,00;01/09/2025 02:50;01/09/2025 02:50;6;A iusto voluptates hic nostrum consequuntur molestias architecto deleniti adipisci deleniti.;Voluptatem laudantium vel tenetur impedit perferendis provident ipsam occaecati harum delectus.;31/08/2025 18:33;duartelorenzo;01/09/2025 11:20;emendes
1;A Casa da Massa;68;68;1346;TF2WELF0RS;32HZ9PLP;963;5.561.951.874.041,00;01/05/2025 14:57;01/05/2025 15:47;4;Consectetur laudantium ipsum animi porro nam unde dolor ipsam libero quas accusamus atque.;Voluptatem laudantium vel tenetur impedit perferendis provident ipsam occaecati harum delectus.;01/05/2025 11:45;carolinacorreia;02/05/2025 13:39;xsilveira
1;A Casa da Massa;69;69;171;ZXVS1Y9KZS;W01B2INB;567;5.531.924.546.948,00;08/08/2025 23:14;09/08/2025 00:53;5;Tenetur doloremque voluptate consectetur reiciendis vitae esse porro.;Voluptatem laudantium vel tenetur impedit perferendis provident ipsam occaecati harum delectus.;08/08/2025 00:18;julianamartins;09/08/2025 06:32;dnogueira
1;A Casa da Massa;70;70;794;VUT2GBGBIN;M91I4KBT;187;5.581.956.466.783,00;17/08/2025 18:24;17/08/2025 19:51;3;Aliquid placeat vitae labore voluptate officia aliquam in quas laboriosam.;Voluptatum et cupiditate voluptatum soluta eaque consequuntur dolores reprehenderit vero sequi a perspiciatis aut nemo.;17/08/2025 03:00;limaana-livia;18/08/2025 11:33;miguel16
1;A Casa da Massa;71;71;1589;IERTHEAK9D;LSFHXAD3;60;5.584.975.700.311,00;26/04/2025 17:12;26/04/2025 18:20;4;Voluptate illum dolorem delectus temporibus porro iusto nulla aspernatur cumque assumenda error quam beatae illum corrupti.;Laudantium nisi occaecati nulla tempora ipsum quod ducimus.;25/04/2025 18:21;uribeiro;26/04/2025 00:25;pcostela
1;A Casa da Massa;72;72;3;8DTEPIKY82;2U34HCXP;547;5.581.919.297.742,00;05/09/2024 16:22;05/09/2024 16:22;6;Voluptas recusandae labore optio molestiae facere est iusto.;Sunt reprehenderit odit tempore sunt vero.;05/09/2024 08:25;maria-sophiada-cruz;05/09/2024 21:30;ida-luz
1;A Casa da Massa;73;73;439;C5SQ81EA5Z;X4OE2W4X;77;5.551.950.254.796,00;20/03/2025 09:44;20/03/2025 11:45;2;Repudiandae nesciunt optio possimus quae soluta ullam odio delectus.;Voluptatem laudantium vel tenetur impedit perferendis provident ipsam occaecati harum delectus.;19/03/2025 14:38;renanporto;20/03/2025 05:51;costelanoah
1;A Casa da Massa;74;74;833;FA2O30AQ25;GYC3UQ22;971;5.581.981.989.593,00;05/03/2025 05:58;05/03/2025 05:58;6;Doloremque expedita occaecati corporis non dignissimos soluta et perspiciatis.;Nulla omnis amet velit magnam quis consequatur qui consectetur quo.;04/03/2025 09:05;cteixeira;05/03/2025 13:01;nathan98
1;A Casa da Massa;75;75;1783;T7I6KX9S5Q;7OQM27GG;733;5.551.953.101.014,00;18/07/2025 12:36;18/07/2025 12:36;1;Iure placeat animi vitae amet cupiditate repellat amet reprehenderit fugiat perferendis provident iste minima consequuntur.;Voluptatem laudantium vel tenetur impedit perferendis provident ipsam occaecati harum delectus.;18/07/2025 03:31;nsales;18/07/2025 09:24;azevedomariana
1;A Casa da Massa;76;76;428;E17TZF3GLV;2ZLN51XK;139;5.571.929.444.102,00;03/09/2024 13:01;03/09/2024 14:13;5;Temporibus deserunt doloremque qui accusamus repudiandae reiciendis iusto nihil exercitationem temporibus minima.;Vero hic unde corrupti eum voluptatum reprehenderit velit.;03/09/2024 11:02;moraeskaique;03/09/2024 21:55;livia65
